,text,sentiment,word_count,stop_words,#tag,@,emails,emails_count,text_x_tokenized,text_x_lemmatized
700, yeah when you start reaching your early-mid-20s,neutral,7,3,0,0,[],0,"['', 'yeah', 'when', 'you', 'start', 'reaching', 'your', 'early', 'mid', '20s']","['', 'yeah', 'when', 'you', 'start', 'reaching', 'your', 'early', 'mid', '20']"
701,getting ready to babysit,neutral,4,1,0,0,[],0,"['getting', 'ready', 'to', 'babysit']","['getting', 'ready', 'to', 'babysit']"
702,bad migrane and need to go to dancing tonight not a good combination,negative,13,4,0,0,[],0,"['bad', 'migrane', 'and', 'need', 'to', 'go', 'to', 'dancing', 'tonight', 'not', 'a', 'good', 'combination']","['bad', 'migrane', 'and', 'need', 'to', 'go', 'to', 'dancing', 'tonight', 'not', 'a', 'good', 'combination']"
703,grinding skyguard rep this is less awful than i anticipated yet still awful last tabard i need,negative,17,2,0,0,[],0,"['grinding', 'skyguard', 'rep', 'this', 'is', 'less', 'awful', 'than', 'i', 'anticipated', 'yet', 'still', 'awful', 'last', 'tabard', 'i', 'need']","['grinding', 'skyguard', 'rep', 'this', 'is', 'le', 'awful', 'than', 'i', 'anticipated', 'yet', 'still', 'awful', 'last', 'tabard', 'i', 'need']"
704,i dunno if he saw it  happy birthday girl,positive,9,4,0,0,[],0,"['i', 'dunno', 'if', 'he', 'saw', 'it', 'happy', 'birthday', 'girl']","['i', 'dunno', 'if', 'he', 'saw', 'it', 'happy', 'birthday', 'girl']"
705,im looking forward too see and hear you in norway live fast,neutral,12,4,0,0,[],0,"['im', 'looking', 'forward', 'too', 'see', 'and', 'hear', 'you', 'in', 'norway', 'live', 'fast']","['im', 'looking', 'forward', 'too', 'see', 'and', 'hear', 'you', 'in', 'norway', 'live', 'fast']"
706,awesome,positive,1,0,0,0,[],0,['awesome'],['awesome']
707,actually workin from home tonight  you,neutral,6,1,0,0,[],0,"['actually', 'workin', 'from', 'home', 'tonight', 'you']","['actually', 'workin', 'from', 'home', 'tonight', 'you']"
708, i want to be at the beach in the sun,negative,11,6,0,0,[],0,"['', 'i', 'want', 'to', 'be', 'at', 'the', 'beach', 'in', 'the', 'sun']","['', 'i', 'want', 'to', 'be', 'at', 'the', 'beach', 'in', 'the', 'sun']"
709,oh i am just so tired,negative,6,3,0,0,[],0,"['oh', 'i', 'am', 'just', 'so', 'tired']","['oh', 'i', 'am', 'just', 'so', 'tired']"
710,well my dog still isnt at the shelter i hope someone good has him,positive,14,5,0,0,[],0,"['well', 'my', 'dog', 'still', 'isnt', 'at', 'the', 'shelter', 'i', 'hope', 'someone', 'good', 'has', 'him']","['well', 'my', 'dog', 'still', 'isnt', 'at', 'the', 'shelter', 'i', 'hope', 'someone', 'good', 'ha', 'him']"
711,well tell me what fashion tips you need and im your woman  hehehe,positive,13,5,0,0,[],0,"['well', 'tell', 'me', 'what', 'fashion', 'tips', 'you', 'need', 'and', 'im', 'your', 'woman', 'hehehe']","['well', 'tell', 'me', 'what', 'fashion', 'tip', 'you', 'need', 'and', 'im', 'your', 'woman', 'hehehe']"
712, hello there taylor  i miss you its been 2 months 3,negative,11,1,0,0,[],0,"['', 'hello', 'there', 'taylor', 'i', 'miss', 'you', 'its', 'been', '2', 'months', '3']","['', 'hello', 'there', 'taylor', 'i', 'miss', 'you', 'it', 'been', '2', 'month', '3']"
713,i wear a lot of white  ,negative,7,3,0,0,[],0,"['i', 'wear', 'a', 'lot', 'of', 'white', '']","['i', 'wear', 'a', 'lot', 'of', 'white', '']"
714,always a good idea,positive,4,1,0,0,[],0,"['always', 'a', 'good', 'idea']","['always', 'a', 'good', 'idea']"
715,i remember those days i wasnt a big fan of wesley but i really felt for you as a youngster dealing with all that but you won,neutral,27,11,0,0,[],0,"['i', 'remember', 'those', 'days', 'i', 'wasnt', 'a', 'big', 'fan', 'of', 'wesley', 'but', 'i', 'really', 'felt', 'for', 'you', 'as', 'a', 'youngster', 'dealing', 'with', 'all', 'that', 'but', 'you', 'won']","['i', 'remember', 'those', 'day', 'i', 'wasnt', 'a', 'big', 'fan', 'of', 'wesley', 'but', 'i', 'really', 'felt', 'for', 'you', 'a', 'a', 'youngster', 'dealing', 'with', 'all', 'that', 'but', 'you', 'won']"
716,getting nails done how relaxing benji is only 24 hours away,positive,11,3,0,0,[],0,"['getting', 'nails', 'done', 'how', 'relaxing', 'benji', 'is', 'only', '24', 'hours', 'away']","['getting', 'nail', 'done', 'how', 'relaxing', 'benji', 'is', 'only', '24', 'hour', 'away']"
717, not here for long hun head hurts,negative,7,3,0,0,[],0,"['', 'not', 'here', 'for', 'long', 'hun', 'head', 'hurts']","['', 'not', 'here', 'for', 'long', 'hun', 'head', 'hurt']"
718,at walmart playing hide and seek,neutral,6,1,0,0,[],0,"['at', 'walmart', 'playing', 'hide', 'and', 'seek']","['at', 'walmart', 'playing', 'hide', 'and', 'seek']"
719,whatever do you mean,neutral,4,2,0,0,[],0,"['whatever', 'do', 'you', 'mean']","['whatever', 'do', 'you', 'mean']"
720,all of a sudden im craving broccoli and cheese soup really bad my mouth is watering envisioning a bread bowl in my head,negative,23,8,0,0,[],0,"['all', 'of', 'a', 'sudden', 'im', 'craving', 'broccoli', 'and', 'cheese', 'soup', 'really', 'bad', 'my', 'mouth', 'is', 'watering', 'envisioning', 'a', 'bread', 'bowl', 'in', 'my', 'head']","['all', 'of', 'a', 'sudden', 'im', 'craving', 'broccoli', 'and', 'cheese', 'soup', 'really', 'bad', 'my', 'mouth', 'is', 'watering', 'envisioning', 'a', 'bread', 'bowl', 'in', 'my', 'head']"
721,that it does  just wish more people would notice it,positive,10,5,0,0,[],0,"['that', 'it', 'does', 'just', 'wish', 'more', 'people', 'would', 'notice', 'it']","['that', 'it', 'doe', 'just', 'wish', 'more', 'people', 'would', 'notice', 'it']"
722,your test works fine for me  tweetdeck is so cool eh,neutral,11,5,0,0,[],0,"['your', 'test', 'works', 'fine', 'for', 'me', 'tweetdeck', 'is', 'so', 'cool', 'eh']","['your', 'test', 'work', 'fine', 'for', 'me', 'tweetdeck', 'is', 'so', 'cool', 'eh']"
723,wish you were here babe,positive,5,2,0,0,[],0,"['wish', 'you', 'were', 'here', 'babe']","['wish', 'you', 'were', 'here', 'babe']"
724,this morning i rode behind a guy with a bird cage containing a plastic tyrannosaurus rex attached to his bicycle i couldnt get a photo,negative,25,7,0,0,[],0,"['this', 'morning', 'i', 'rode', 'behind', 'a', 'guy', 'with', 'a', 'bird', 'cage', 'containing', 'a', 'plastic', 'tyrannosaurus', 'rex', 'attached', 'to', 'his', 'bicycle', 'i', 'couldnt', 'get', 'a', 'photo']","['this', 'morning', 'i', 'rode', 'behind', 'a', 'guy', 'with', 'a', 'bird', 'cage', 'containing', 'a', 'plastic', 'tyrannosaurus', 'rex', 'attached', 'to', 'his', 'bicycle', 'i', 'couldnt', 'get', 'a', 'photo']"
725,i love summer but i oddly dont want this school year to end,positive,13,3,0,0,[],0,"['i', 'love', 'summer', 'but', 'i', 'oddly', 'dont', 'want', 'this', 'school', 'year', 'to', 'end']","['i', 'love', 'summer', 'but', 'i', 'oddly', 'dont', 'want', 'this', 'school', 'year', 'to', 'end']"
726,lolz at your modestykix roxnow all the gals will be lined up at your door,positive,15,9,0,0,[],0,"['lolz', 'at', 'your', 'modestykix', 'roxnow', 'all', 'the', 'gals', 'will', 'be', 'lined', 'up', 'at', 'your', 'door']","['lolz', 'at', 'your', 'modestykix', 'roxnow', 'all', 'the', 'gal', 'will', 'be', 'lined', 'up', 'at', 'your', 'door']"
727,morning how is everone sing to me  you tuck me in turn out the light kept me safe and sound at night 8,positive,23,10,0,0,[],0,"['morning', 'how', 'is', 'everone', 'sing', 'to', 'me', 'you', 'tuck', 'me', 'in', 'turn', 'out', 'the', 'light', 'kept', 'me', 'safe', 'and', 'sound', 'at', 'night', '8']","['morning', 'how', 'is', 'everone', 'sing', 'to', 'me', 'you', 'tuck', 'me', 'in', 'turn', 'out', 'the', 'light', 'kept', 'me', 'safe', 'and', 'sound', 'at', 'night', '8']"
728,i so cant be bothered working tomorrow,positive,7,3,0,0,[],0,"['i', 'so', 'cant', 'be', 'bothered', 'working', 'tomorrow']","['i', 'so', 'cant', 'be', 'bothered', 'working', 'tomorrow']"
729,kittens are cute then they grow up n become cats,positive,10,4,0,0,[],0,"['kittens', 'are', 'cute', 'then', 'they', 'grow', 'up', 'n', 'become', 'cats']","['kitten', 'are', 'cute', 'then', 'they', 'grow', 'up', 'n', 'become', 'cat']"
730, guess ol tom has another mission impossible  some of this is like trying to prove innocence  i didnt get hugged,negative,23,6,0,0,[],0,"['', 'guess', 'ol', 'tom', 'has', 'another', 'mission', 'impossible', 'some', 'of', 'this', 'is', 'like', 'trying', 'to', 'prove', 'innocence', 'i', 'didnt', 'get', 'hugged']","['', 'guess', 'ol', 'tom', 'ha', 'another', 'mission', 'impossible', 'some', 'of', 'this', 'is', 'like', 'trying', 'to', 'prove', 'innocence', 'i', 'didnt', 'get', 'hugged']"
731,hey i was scared last night at 317 because of you and i had several bad nightmares,negative,17,6,0,0,[],0,"['hey', 'i', 'was', 'scared', 'last', 'night', 'at', '317', 'because', 'of', 'you', 'and', 'i', 'had', 'several', 'bad', 'nightmares']","['hey', 'i', 'wa', 'scared', 'last', 'night', 'at', '317', 'because', 'of', 'you', 'and', 'i', 'had', 'several', 'bad', 'nightmare']"
732,gawd people still remember the preggers comment hate you,negative,9,1,0,0,[],0,"['gawd', 'people', 'still', 'remember', 'the', 'preggers', 'comment', 'hate', 'you']","['gawd', 'people', 'still', 'remember', 'the', 'preggers', 'comment', 'hate', 'you']"
733,oh no my tweetdeck is malfunctioning o il have web will its fixd,negative,13,6,0,0,[],0,"['oh', 'no', 'my', 'tweetdeck', 'is', 'malfunctioning', 'o', 'il', 'have', 'web', 'will', 'its', 'fixd']","['oh', 'no', 'my', 'tweetdeck', 'is', 'malfunctioning', 'o', 'il', 'have', 'web', 'will', 'it', 'fixd']"
734,heeeeey you abandoned me here on twitter momma dots,neutral,9,3,0,0,[],0,"['heeeeey', 'you', 'abandoned', 'me', 'here', 'on', 'twitter', 'momma', 'dots']","['heeeeey', 'you', 'abandoned', 'me', 'here', 'on', 'twitter', 'momma', 'dot']"
735,yeah freakin sucks,negative,3,0,0,0,[],0,"['yeah', 'freakin', 'sucks']","['yeah', 'freakin', 'suck']"
736,off the a village may fayre now  bag packed ready to bring back home-made goodies,neutral,15,3,0,0,[],0,"['off', 'the', 'a', 'village', 'may', 'fayre', 'now', 'bag', 'packed', 'ready', 'to', 'bring', 'back', 'home', 'made', 'goodies']","['off', 'the', 'a', 'village', 'may', 'fayre', 'now', 'bag', 'packed', 'ready', 'to', 'bring', 'back', 'home', 'made', 'goody']"
737,followfriday 1001 cuz ive never been added to anyones followfriday either   cuz hes got a cool picture,positive,18,3,1,0,[],0,"['followfriday', '1001', 'cuz', 'ive', 'never', 'been', 'added', 'to', 'anyones', 'followfriday', 'either', 'cuz', 'hes', 'got', 'a', 'cool', 'picture']","['followfriday', '1001', 'cuz', 'ive', 'never', 'been', 'added', 'to', 'anyones', 'followfriday', 'either', 'cuz', 'he', 'got', 'a', 'cool', 'picture']"
738,sooo tell me how i lost followerzzz,neutral,7,2,0,0,[],0,"['sooo', 'tell', 'me', 'how', 'i', 'lost', 'followerzzz']","['sooo', 'tell', 'me', 'how', 'i', 'lost', 'followerzzz']"
739,- thanks for the reply of course it doesnt really explain it  i googled it but found no explanation,neutral,19,7,0,0,[],0,"['', 'thanks', 'for', 'the', 'reply', 'of', 'course', 'it', 'doesnt', 'really', 'explain', 'it', 'i', 'googled', 'it', 'but', 'found', 'no', 'explanation']","['', 'thanks', 'for', 'the', 'reply', 'of', 'course', 'it', 'doesnt', 'really', 'explain', 'it', 'i', 'googled', 'it', 'but', 'found', 'no', 'explanation']"
740,looking for people,neutral,3,1,0,0,[],0,"['looking', 'for', 'people']","['looking', 'for', 'people']"
741,wishes that you would see not with your eyes but with your heart  ,positive,14,8,0,0,[],0,"['wishes', 'that', 'you', 'would', 'see', 'not', 'with', 'your', 'eyes', 'but', 'with', 'your', 'heart', '']","['wish', 'that', 'you', 'would', 'see', 'not', 'with', 'your', 'eye', 'but', 'with', 'your', 'heart', '']"
742,awwww   ive got some photos of cute bunnies,positive,8,2,0,0,[],0,"['awwww', 'ive', 'got', 'some', 'photos', 'of', 'cute', 'bunnies']","['awwww', 'ive', 'got', 'some', 'photo', 'of', 'cute', 'bunny']"
743,long day and i still have to mow the lawn,negative,10,5,0,0,[],0,"['long', 'day', 'and', 'i', 'still', 'have', 'to', 'mow', 'the', 'lawn']","['long', 'day', 'and', 'i', 'still', 'have', 'to', 'mow', 'the', 'lawn']"
744,shoot only 12 miles,neutral,4,0,0,0,[],0,"['shoot', 'only', '12', 'miles']","['shoot', 'only', '12', 'mile']"
745,why has it been so long since i have talked to you let alone seen you it makes me sad,negative,20,11,0,0,[],0,"['why', 'has', 'it', 'been', 'so', 'long', 'since', 'i', 'have', 'talked', 'to', 'you', 'let', 'alone', 'seen', 'you', 'it', 'makes', 'me', 'sad']","['why', 'ha', 'it', 'been', 'so', 'long', 'since', 'i', 'have', 'talked', 'to', 'you', 'let', 'alone', 'seen', 'you', 'it', 'make', 'me', 'sad']"
746,happy mothers day mom  ,positive,5,0,0,0,[],0,"['happy', 'mothers', 'day', 'mom', '']","['happy', 'mother', 'day', 'mom', '']"
747,i want cookies for breakfast luckily im an adult and can do that,positive,13,5,0,0,[],0,"['i', 'want', 'cookies', 'for', 'breakfast', 'luckily', 'im', 'an', 'adult', 'and', 'can', 'do', 'that']","['i', 'want', 'cooky', 'for', 'breakfast', 'luckily', 'im', 'an', 'adult', 'and', 'can', 'do', 'that']"
748,mowing 6 i hate my lawn,negative,6,1,1,0,[],0,"['mowing', '6', 'i', 'hate', 'my', 'lawn']","['mowing', '6', 'i', 'hate', 'my', 'lawn']"
749, you shouldnt have to reset more than once  if it doesnt work right the first time something is up,neutral,19,11,0,0,[],0,"['', 'you', 'shouldnt', 'have', 'to', 'reset', 'more', 'than', 'once', 'if', 'it', 'doesnt', 'work', 'right', 'the', 'first', 'time', 'something', 'is', 'up']","['', 'you', 'shouldnt', 'have', 'to', 'reset', 'more', 'than', 'once', 'if', 'it', 'doesnt', 'work', 'right', 'the', 'first', 'time', 'something', 'is', 'up']"
750,yeah i left cause my pc cant run the client anymore i had thought i would have a new one by now,negative,22,6,0,0,[],0,"['yeah', 'i', 'left', 'cause', 'my', 'pc', 'cant', 'run', 'the', 'client', 'anymore', 'i', 'had', 'thought', 'i', 'would', 'have', 'a', 'new', 'one', 'by', 'now']","['yeah', 'i', 'left', 'cause', 'my', 'pc', 'cant', 'run', 'the', 'client', 'anymore', 'i', 'had', 'thought', 'i', 'would', 'have', 'a', 'new', 'one', 'by', 'now']"
751,feeling bad for  profile pic,negative,5,1,0,0,[],0,"['feeling', 'bad', 'for', 'profile', 'pic']","['feeling', 'bad', 'for', 'profile', 'pic']"
752,capones island in 2 days my summer is just starting,neutral,10,4,0,0,[],0,"['capones', 'island', 'in', '2', 'days', 'my', 'summer', 'is', 'just', 'starting']","['capone', 'island', 'in', '2', 'day', 'my', 'summer', 'is', 'just', 'starting']"
753,movie then sleep today was good day  h--d3ff,positive,8,2,0,0,[],0,"['movie', 'then', 'sleep', 'today', 'was', 'good', 'day', 'h', 'd3ff']","['movie', 'then', 'sleep', 'today', 'wa', 'good', 'day', 'h', 'd3ff']"
754,planing on going on a little ride on the mtb on monday  may be in over to the tower,neutral,19,11,0,0,[],0,"['planing', 'on', 'going', 'on', 'a', 'little', 'ride', 'on', 'the', 'mtb', 'on', 'monday', 'may', 'be', 'in', 'over', 'to', 'the', 'tower']","['planing', 'on', 'going', 'on', 'a', 'little', 'ride', 'on', 'the', 'mtb', 'on', 'monday', 'may', 'be', 'in', 'over', 'to', 'the', 'tower']"
755, fiesta at my house in my mouth  hit me up for the password,neutral,14,8,0,0,[],0,"['', 'fiesta', 'at', 'my', 'house', 'in', 'my', 'mouth', 'hit', 'me', 'up', 'for', 'the', 'password']","['', 'fiesta', 'at', 'my', 'house', 'in', 'my', 'mouth', 'hit', 'me', 'up', 'for', 'the', 'password']"
756,the live version is so much better   ,neutral,9,3,0,0,[],0,"['the', 'live', 'version', 'is', 'so', 'much', 'better', '']","['the', 'live', 'version', 'is', 'so', 'much', 'better', '']"
757,theres no pause button in the game of life,neutral,9,4,0,0,[],0,"['theres', 'no', 'pause', 'button', 'in', 'the', 'game', 'of', 'life']","['there', 'no', 'pause', 'button', 'in', 'the', 'game', 'of', 'life']"
758, thats black market material right there my friend,neutral,8,1,0,0,[],0,"['', 'thats', 'black', 'market', 'material', 'right', 'there', 'my', 'friend']","['', 'thats', 'black', 'market', 'material', 'right', 'there', 'my', 'friend']"
759,is getting married in vegas in november by an elvis impersonator am so happy,positive,14,7,0,0,[],0,"['is', 'getting', 'married', 'in', 'vegas', 'in', 'november', 'by', 'an', 'elvis', 'impersonator', 'am', 'so', 'happy']","['is', 'getting', 'married', 'in', 'vega', 'in', 'november', 'by', 'an', 'elvis', 'impersonator', 'am', 'so', 'happy']"
760,tried to join the chat but the site would not let me sign in,negative,14,7,0,0,[],0,"['tried', 'to', 'join', 'the', 'chat', 'but', 'the', 'site', 'would', 'not', 'let', 'me', 'sign', 'in']","['tried', 'to', 'join', 'the', 'chat', 'but', 'the', 'site', 'would', 'not', 'let', 'me', 'sign', 'in']"
761,where is home,neutral,3,2,0,0,[],0,"['where', 'is', 'home']","['where', 'is', 'home']"
762,singing songs and filming movies  what i do best,positive,9,4,0,0,[],0,"['singing', 'songs', 'and', 'filming', 'movies', 'what', 'i', 'do', 'best']","['singing', 'song', 'and', 'filming', 'movie', 'what', 'i', 'do', 'best']"
763,their songs make me want to cry,negative,7,2,0,0,[],0,"['their', 'songs', 'make', 'me', 'want', 'to', 'cry']","['their', 'song', 'make', 'me', 'want', 'to', 'cry']"
764,while driving u come across aggressive driving behaviour by another driver u should chase the car 2 tell the driver how to drive,negative,23,5,0,0,[],0,"['while', 'driving', 'u', 'come', 'across', 'aggressive', 'driving', 'behaviour', 'by', 'another', 'driver', 'u', 'should', 'chase', 'the', 'car', '2', 'tell', 'the', 'driver', 'how', 'to', 'drive']","['while', 'driving', 'u', 'come', 'across', 'aggressive', 'driving', 'behaviour', 'by', 'another', 'driver', 'u', 'should', 'chase', 'the', 'car', '2', 'tell', 'the', 'driver', 'how', 'to', 'drive']"
765,the mediteranian kitchenoh well cant get them all right,neutral,9,2,0,0,[],0,"['the', 'mediteranian', 'kitchenoh', 'well', 'cant', 'get', 'them', 'all', 'right']","['the', 'mediteranian', 'kitchenoh', 'well', 'cant', 'get', 'them', 'all', 'right']"
766,whats wrong,neutral,2,0,0,0,[],0,"['whats', 'wrong']","['whats', 'wrong']"
767,wasn totally awesome  seeing the rebooted crew was so nice,positive,10,3,0,0,[],0,"['wasn', 'totally', 'awesome', 'seeing', 'the', 'rebooted', 'crew', 'was', 'so', 'nice']","['wasn', 'totally', 'awesome', 'seeing', 'the', 'rebooted', 'crew', 'wa', 'so', 'nice']"
768,d thats good to know and i bet he looks just like you,positive,13,4,0,0,[],0,"['d', 'thats', 'good', 'to', 'know', 'and', 'i', 'bet', 'he', 'looks', 'just', 'like', 'you']","['d', 'thats', 'good', 'to', 'know', 'and', 'i', 'bet', 'he', 'look', 'just', 'like', 'you']"
769,43 hahhahah that really made me laugh out loudd ahahahahahahahahah your fuunny,positive,12,4,0,0,[],0,"['43', 'hahhahah', 'that', 'really', 'made', 'me', 'laugh', 'out', 'loudd', 'ahahahahahahahahah', 'your', 'fuunny']","['43', 'hahhahah', 'that', 'really', 'made', 'me', 'laugh', 'out', 'loudd', 'ahahahahahahahahah', 'your', 'fuunny']"
770,i so wish i could get pregnant,positive,7,3,0,0,[],0,"['i', 'so', 'wish', 'i', 'could', 'get', 'pregnant']","['i', 'so', 'wish', 'i', 'could', 'get', 'pregnant']"
771,im trying to fix it it doesnt do it  and its ahi dios mio but u did good lol,positive,19,8,0,0,[],0,"['im', 'trying', 'to', 'fix', 'it', 'it', 'doesnt', 'do', 'it', 'and', 'its', 'ahi', 'dios', 'mio', 'but', 'u', 'did', 'good', 'lol']","['im', 'trying', 'to', 'fix', 'it', 'it', 'doesnt', 'do', 'it', 'and', 'it', 'ahi', 'dios', 'mio', 'but', 'u', 'did', 'good', 'lol']"
772,hiya missed you too what have you been up to,negative,10,5,0,0,[],0,"['hiya', 'missed', 'you', 'too', 'what', 'have', 'you', 'been', 'up', 'to']","['hiya', 'missed', 'you', 'too', 'what', 'have', 'you', 'been', 'up', 'to']"
773,out to play,neutral,3,2,0,0,[],0,"['out', 'to', 'play']","['out', 'to', 'play']"
774,really sick,negative,2,0,0,0,[],0,"['really', 'sick']","['really', 'sick']"
775,yay  my only on sundays maid came the house will be clean again,neutral,13,5,0,0,[],0,"['yay', 'my', 'only', 'on', 'sundays', 'maid', 'came', 'the', 'house', 'will', 'be', 'clean', 'again']","['yay', 'my', 'only', 'on', 'sunday', 'maid', 'came', 'the', 'house', 'will', 'be', 'clean', 'again']"
776,thx robban  ,positive,3,0,0,0,[],0,"['thx', 'robban', '']","['thx', 'robban', '']"
777,thanks jk  love ya to death,positive,6,1,0,0,[],0,"['thanks', 'jk', 'love', 'ya', 'to', 'death']","['thanks', 'jk', 'love', 'ya', 'to', 'death']"
778,going to al ain  need to check out one store hope i find things that im looking for,positive,18,5,0,0,[],0,"['going', 'to', 'al', 'ain', 'need', 'to', 'check', 'out', 'one', 'store', 'hope', 'i', 'find', 'things', 'that', 'im', 'looking', 'for']","['going', 'to', 'al', 'ain', 'need', 'to', 'check', 'out', 'one', 'store', 'hope', 'i', 'find', 'thing', 'that', 'im', 'looking', 'for']"
779,geeze- im just wondering what is wrong with some people i either need to go for a run or go to sleep tomorrow should be a fun day,neutral,28,13,0,0,[],0,"['geeze', 'im', 'just', 'wondering', 'what', 'is', 'wrong', 'with', 'some', 'people', 'i', 'either', 'need', 'to', 'go', 'for', 'a', 'run', 'or', 'go', 'to', 'sleep', 'tomorrow', 'should', 'be', 'a', 'fun', 'day']","['geeze', 'im', 'just', 'wondering', 'what', 'is', 'wrong', 'with', 'some', 'people', 'i', 'either', 'need', 'to', 'go', 'for', 'a', 'run', 'or', 'go', 'to', 'sleep', 'tomorrow', 'should', 'be', 'a', 'fun', 'day']"
780,so my parents are too busy making me feel like  to realise that ive got worse and need to see a doctor again no sleep sucks,negative,27,9,0,0,[],0,"['so', 'my', 'parents', 'are', 'too', 'busy', 'making', 'me', 'feel', 'like', 'to', 'realise', 'that', 'ive', 'got', 'worse', 'and', 'need', 'to', 'see', 'a', 'doctor', 'again', 'no', 'sleep', 'sucks']","['so', 'my', 'parent', 'are', 'too', 'busy', 'making', 'me', 'feel', 'like', 'to', 'realise', 'that', 'ive', 'got', 'worse', 'and', 'need', 'to', 'see', 'a', 'doctor', 'again', 'no', 'sleep', 'suck']"
781, gnight jonathan i tried to stay up i really did i cant wait till ur in my timezone will be so much easier then,positive,24,5,0,0,[],0,"['', 'gnight', 'jonathan', 'i', 'tried', 'to', 'stay', 'up', 'i', 'really', 'did', 'i', 'cant', 'wait', 'till', 'ur', 'in', 'my', 'timezone', 'will', 'be', 'so', 'much', 'easier', 'then']","['', 'gnight', 'jonathan', 'i', 'tried', 'to', 'stay', 'up', 'i', 'really', 'did', 'i', 'cant', 'wait', 'till', 'ur', 'in', 'my', 'timezone', 'will', 'be', 'so', 'much', 'easier', 'then']"
782,prom is so over rated irritated going to bed goodnight,negative,10,4,0,0,[],0,"['prom', 'is', 'so', 'over', 'rated', 'irritated', 'going', 'to', 'bed', 'goodnight']","['prom', 'is', 'so', 'over', 'rated', 'irritated', 'going', 'to', 'bed', 'goodnight']"
783,look everyone im a bad boy im ranked higher than meghan mccain  ,neutral,13,2,0,0,[],0,"['look', 'everyone', 'im', 'a', 'bad', 'boy', 'im', 'ranked', 'higher', 'than', 'meghan', 'mccain', '']","['look', 'everyone', 'im', 'a', 'bad', 'boy', 'im', 'ranked', 'higher', 'than', 'meghan', 'mccain', '']"
784,rain i wanna see her hair  hows everyone,neutral,8,2,0,0,[],0,"['rain', 'i', 'wanna', 'see', 'her', 'hair', 'hows', 'everyone']","['rain', 'i', 'wanna', 'see', 'her', 'hair', 'hows', 'everyone']"
785,or ftrh -- for the ride home,neutral,7,0,0,0,[],0,"['or', 'ftrh', 'for', 'the', 'ride', 'home']","['or', 'ftrh', 'for', 'the', 'ride', 'home']"
786, english screwed up my overall percentage in x in xii again and probably in adm tests too  happens,negative,19,7,0,0,[],0,"['', 'english', 'screwed', 'up', 'my', 'overall', 'percentage', 'in', 'x', 'in', 'xii', 'again', 'and', 'probably', 'in', 'adm', 'tests', 'too', 'happens']","['', 'english', 'screwed', 'up', 'my', 'overall', 'percentage', 'in', 'x', 'in', 'xii', 'again', 'and', 'probably', 'in', 'adm', 'test', 'too', 'happens']"
787,i want chinese food really baaad,positive,6,1,0,0,[],0,"['i', 'want', 'chinese', 'food', 'really', 'baaad']","['i', 'want', 'chinese', 'food', 'really', 'baaad']"
788,is downloading songs  ,neutral,4,1,0,0,[],0,"['is', 'downloading', 'songs', '']","['is', 'downloading', 'song', '']"
789, i almost said and grammer no exist either grunt  but i stopped myself,neutral,13,2,0,0,[],0,"['', 'i', 'almost', 'said', 'and', 'grammer', 'no', 'exist', 'either', 'grunt', 'but', 'i', 'stopped', 'myself']","['', 'i', 'almost', 'said', 'and', 'grammer', 'no', 'exist', 'either', 'grunt', 'but', 'i', 'stopped', 'myself']"
790,d youre gonna take good care of that little baby and hes gonna be a strong boy thats for sure,positive,20,6,0,0,[],0,"['d', 'youre', 'gonna', 'take', 'good', 'care', 'of', 'that', 'little', 'baby', 'and', 'hes', 'gonna', 'be', 'a', 'strong', 'boy', 'thats', 'for', 'sure']","['d', 'youre', 'gonna', 'take', 'good', 'care', 'of', 'that', 'little', 'baby', 'and', 'he', 'gonna', 'be', 'a', 'strong', 'boy', 'thats', 'for', 'sure']"
791,ha lemme know what you find tho i suspect it will be a lot of complaints have a peaceful night my friend,positive,22,9,0,0,[],0,"['ha', 'lemme', 'know', 'what', 'you', 'find', 'tho', 'i', 'suspect', 'it', 'will', 'be', 'a', 'lot', 'of', 'complaints', 'have', 'a', 'peaceful', 'night', 'my', 'friend']","['ha', 'lemme', 'know', 'what', 'you', 'find', 'tho', 'i', 'suspect', 'it', 'will', 'be', 'a', 'lot', 'of', 'complaint', 'have', 'a', 'peaceful', 'night', 'my', 'friend']"
792,seeing shane dawson videos,neutral,4,0,0,0,[],0,"['seeing', 'shane', 'dawson', 'videos']","['seeing', 'shane', 'dawson', 'video']"
793,sad face,negative,2,0,0,0,[],0,"['sad', 'face']","['sad', 'face']"
794,aaaaahhhh friday but     funeral at 5,negative,6,1,0,0,[],0,"['aaaaahhhh', 'friday', 'but', 'funeral', 'at', '5']","['aaaaahhhh', 'friday', 'but', 'funeral', 'at', '5']"
795,already misses,negative,2,0,0,0,[],0,"['already', 'misses']","['already', 'miss']"
796,lauralp ok thanks for the help i hope they respond to me sooner or later then thanks,positive,17,6,0,0,[],0,"['lauralp', 'ok', 'thanks', 'for', 'the', 'help', 'i', 'hope', 'they', 'respond', 'to', 'me', 'sooner', 'or', 'later', 'then', 'thanks']","['lauralp', 'ok', 'thanks', 'for', 'the', 'help', 'i', 'hope', 'they', 'respond', 'to', 'me', 'sooner', 'or', 'later', 'then', 'thanks']"
